snapshot-date,sku,fnsku,asin,product-name,condition,available,pending-removal-quantity,inv-age-0-to-90-days,inv-age-91-to-180-days,inv-age-181-to-270-days,inv-age-271-to-365-days,inv-age-365-plus-days,currency,units-shipped-t7,units-shipped-t30,units-shipped-t60,units-shipped-t90,alert,your-price,sales-price,lowest-price-new-plus-shipping,lowest-price-used,recommended-action,DEPRECATED healthy-inventory-level,recommended-sales-price,recommended-sale-duration-days,recommended-removal-quantity,estimated-cost-savings-of-recommended-actions,sell-through,item-volume,volume-unit-measurement,storage-type,storage-volume,marketplace,product-group,sales-rank,days-of-supply,estimated-excess-quantity,weeks-of-cover-t30,weeks-of-cover-t90,featuredoffer-price,sales-shipped-last-7-days,sales-shipped-last-30-days,sales-shipped-last-60-days,sales-shipped-last-90-days,inv-age-0-to-30-days,inv-age-31-to-60-days,inv-age-61-to-90-days,inv-age-181-to-330-days,inv-age-331-to-365-days,estimated-storage-cost-next-month,inbound-quantity,inbound-working,inbound-shipped,inbound-received,no-sale-last-6-months,reserved-quantity,unfulfillable-quantity,quantity-to-be-charged-ais-181-210-days,estimated-ais-181-210-days,quantity-to-be-charged-ais-211-240-days,estimated-ais-211-240-days,quantity-to-be-charged-ais-241-270-days,estimated-ais-241-270-days,quantity-to-be-charged-ais-271-300-days,estimated-ais-271-300-days,quantity-to-be-charged-ais-301-330-days,estimated-ais-301-330-days,quantity-to-be-charged-ais-331-365-days,estimated-ais-331-365-days,quantity-to-be-charged-ais-365-plus-days,estimated-ais-365-plus-days,historical-days-of-supply,fba-minimum-inventory-level,fba-inventory-level-health-status,Recommended ship-in quantity,Recommended ship-in date,Last updated date for Historical Days of Supply,Exempted from Low-Inventory-Level fee?,Low-Inventory-Level fee applied in current week?,Short term historical days of supply,Long term historical days of supply
2024-06-19,CU-SD4X-T823,X0HSLXWD4O,B0U00PZP4M,"SockBrand Over the Calf Mens Dress Socks (3 Pairs) | Cotton Made, Long Socks, Wide Socks | Light Compression Socks for Men in Black Colors | Classic Size (US Mens Shoe 7-11)",New,34,0,1,0,0,33,0,USD,0.0,0.0,4.0,8.0,Low traffic,43.39,0.0,47.35,0.0,Create Outlet deal,,23.88,2.0,0.0,1059.73,0.22,0.098939,cubic feet,Apparel,3.363926,US,gl_apparel,493985.0,366,34,,55.0,46.32,0.0,0.0,142.97,207.98,0,1,0,33,0,20.65,0,0,0,0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,18.76,0.0,0.0,154.0,3.0,Excess,,,2024-06-24,Yes,No,154.0,82.3
2024-06-21,OH-9B5E-X9Z9,X0HBRE1HGP,B0HEKZ3ROL,"SockBrand Over the Calf Mens Dress Socks (3 Pairs) | Cotton Made, Long Socks, Wide Socks | Light Compression Socks for Men in Sea Themed Blue, Grey Colors | Big and Tall Size (US Mens Shoe 12-16)",New,17,0,0,18,0,0,0,USD,1.0,4.0,6.0,8.0,Low traffic,52.94,0.0,46.29,0.0,Advertise listing,,25.15,2.0,0.0,622.89,0.34,0.077011,cubic feet,Apparel,1.309187,US,gl_apparel,289278.0,217,0,17.0,27.0,52.43,47.18,209.39,297.62,396.85,0,0,0,0,0,0.94,0,0,0,0,,0,1,,,,,,,,,,,,,,,135.0,,,,,2024-06-24,Yes,No,90.5,135.0
2024-06-19,ND-4MS5-TVFD,X0C64CI31T,B0BVUBXCJT,"SockBrand Over the Calf Mens Dress Socks (9 Pairs) | Cotton Made, Long Socks, Wide Socks | Light Compression Socks for Men Blue, Burgundy, and Green Stripes | Big and Tall Size (US Mens 12-16)",New,20,0,20,0,0,0,0,USD,2.0,5.0,10.0,10.0,Low traffic,107.69,0.0,99.46,0.0,Advertise listing,,48.32,2.0,0.0,697.46,0.55,0.163239,cubic feet,Apparel,3.26478,US,gl_apparel,578728.0,237,0,16.0,26.0,104.47,203.21,527.35,1004.22,957.23,0,20,0,0,0,5.86,0,0,0,0,,0,0,,,,,,,,,,,,,,,176.2,7.0,Healthy,,,2024-06-24,Yes,No,176.2,131.6
2024-06-18,IA-T5VO-D239,X0YPVW08SE,B0Q0PAX44S,"SockBrand Crew Socks for Men (9 Pairs) | 100% Cotton Socks for Men, Short Socks for Men, Mid Calf Socks in Various Striped Patterns | Big and Tall Size (US Mens Shoe 12-16)",New,25,0,0,0,0,26,0,USD,0.0,1.0,1.0,1.0,Low traffic,57.89,0.0,79.81,0.0,Advertise listing,,0.0,0.0,0.0,2049.26,0.04,0.174011,cubic feet,Apparel,4.350275,US,gl_apparel,296025.0,999,26,100.0,325.0,84.75,0.0,88.16,90.7,94.05,0,0,0,26,0,29.26,0,0,0,0,,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,26.37,0.0,0.0,302.2,,Excess,,,2024-06-24,Yes,No,302.2,279.3
2024-06-21,RB-M9GU-SX01,X019T7112V,B0GWUF3Q78,"SockBrand Over the Calf Mens Dress Socks (9 Pairs) | Cotton Made, Long Socks, Wide Socks | Light Compression Socks for Men in Patterns, Argyles and Solids | Classic Size (US Mens Shoe 7-11)",New,7,0,7,0,0,0,0,USD,0.0,6.0,15.0,25.0,Low traffic,96.2,0.0,92.63,0.0,SendToFBA,,0.0,0.0,0.0,0.0,2.21,0.174387,cubic feet,Apparel,1.220709,US,gl_apparel,606821.0,37,0,4.0,3.0,87.98,0.0,519.83,1377.91,2065.76,2,3,2,0,0,0.7,0,0,0,0,,0,0,,,,,,,,,,,,,,,101.2,21.0,Low stock,31.0,2024-07-01,2024-06-24,Yes,No,101.2,75.6
2024-06-22,ED-W3XF-VIZX,X0DE5XGI5E,B0WH6LNJSO,"SockBrand Over the Calf Mens Dress Socks (3 Pairs) | Cotton Made, Long Socks, Wide Socks | Light Compression Socks for Men in Formal Office Striped Patterns | Classic Size (US Mens Shoe 7-11)",New,9,0,0,0,9,0,0,USD,3.0,5.0,11.0,12.0,Low traffic,45.98,24.43,25.0,0.0,SendToFBA,,23.82,2.0,0.0,2.8,0.76,0.078493,cubic feet,Apparel,0.706437,US,gl_apparel,428468.0,81,0,7.0,9.0,26.13,70.5,120.96,288.65,284.81,0,0,0,9,0,0.42,0,0,0,0,,0,0,,,,,,,,,,,,,,,188.2,6.0,Healthy,11.0,2024-06-30,2024-06-24,Yes,No,127.4,188.2
2024-06-22,FC-UYIT-M2DX,X0V1KANY5V,B0KULE8NGX,Blue Toe Over the Calf Mens Dress Socks (3 Pairs) | Double Reinforced Toe and Heel | Light Compression Socks for Men in Dark Blue Color | Big and Tall Size (US Mens Shoe 12-16),New,21,0,21,0,0,0,0,USD,,,,,Low traffic,35.18,0.0,37.71,0.0,Advertise listing,,0.0,0.0,0.0,558.51,0.0,0.048611,cubic feet,Apparel,1.020831,US,gl_apparel,,366,0,,,33.63,,,,,0,0,21,0,0,0.67,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-21,NQ-GON7-4SY6,X0CHSJEF2M,B0QBTAK8AO,"SockBrand Over the Calf Mens Dress Socks (9 Pairs) | Cotton Made, Long Socks, Wide Socks | Light Compression Socks for Men | 6 Pairs Black + 3 Pairs Gray Socks | Big and Tall Size (US Mens 12-16)",New,20,0,21,0,0,0,0,USD,0.0,3.0,8.0,8.0,Low traffic,99.74,0.0,112.17,0.0,Advertise listing,,48.53,2.0,0.0,2106.83,0.44,0.126243,cubic feet,Apparel,2.52486,US,gl_apparel,468633.0,258,0,26.0,32.0,104.95,0.0,294.77,859.78,853.46,0,0,21,0,0,4.32,0,0,0,0,,0,0,,,,,,,,,,,,,,,154.0,5.0,Healthy,,,2024-06-24,Yes,No,154.0,82.3
2024-06-21,WI-9LWA-DDX8,X048MYHKHS,B00WU3FL15,"SockBrand Over the Calf Mens Dress Socks (3 Pairs) | Cotton Made, Long Socks, Wide Socks | Light Compression Socks for Men in Brown Colors | Classic Size (US Mens Shoe 7-11)",New,4,0,2,0,8,0,0,USD,0.0,2.0,7.0,12.0,Low traffic,48.5,0.0,21.38,0.0,SendToFBA,,0.0,0.0,0.0,150.41,0.93,0.098939,cubic feet,Apparel,0.395756,US,gl_apparel,500500.0,20,0,8.0,4.0,21.56,0.0,92.43,294.39,569.27,2,0,0,8,0,0.66,0,0,0,0,,3,0,,,,,,,,,,,,,,,154.0,6.0,Low stock,7.0,2024-07-02,2024-06-24,Yes,No,154.0,82.3
2024-06-21,EC-9R1S-DAVA,X0D3ZEKJ76,B054MYZ0KS,"SockBrand Crew Socks for Men (9 Pairs) | 100% Cotton Socks for Men, Short Socks for Men, Mid Calf Socks in Patterns, Argyles and Solids | Classic Size (US Mens Shoe 7-11)",New,5,0,0,0,5,0,0,USD,0.0,0.0,4.0,8.0,Low traffic,96.93,0.0,69.24,0.0,Advertise listing,,0.0,0.0,0.0,417.0,0.91,0.174011,cubic feet,Apparel,0.870055,US,gl_apparel,267437.0,127,5,,8.0,73.25,0.0,0.0,247.9,517.86,0,0,0,5,0,0.62,0,0,0,0,,0,0,,,,,,,,,,,,,,,302.2,3.0,Excess,,,2024-06-24,Yes,No,302.2,279.3
2024-06-21,RJ-QCW1-2TKY,X0HW1SK4A7,B0Q6OQKIW3,"SockBrand Over the Calf Mens Dress Socks (3 Pairs) | Cotton Made, Long Socks, Wide Socks | Light Compression Socks for Men in Blue, Brown and Grey Colors | Big and Tall Size (US Mens Shoe 12-16)",,13,0,23,0,0,0,0,USD,0.0,0.0,4.0,6.0,Low traffic,,,49.35,-1.0,Edit listing,,,,,,0.73,0.092618,cubic feet,Apparel,1.204034,US,gl_apparel,349574.0,351,0,,28.0,52.74,0.0,0.0,187.36,273.72,23,0,0,0,0,,0,0,0,0,,10,0,,,,,,,,,,,,,,,162.0,4.0,Healthy,,,2024-06-24,Yes,No,162.0,100.4
2024-06-19,MB-GFT3-Z0JH,X01WJDOSUG,B00KA1UXJZ,"SockBrand Over the Calf Mens Dress Socks (9 Pairs) | Cotton Made, Long Socks, Wide Socks | Light Compression Socks for Men in Green, Blue, Grey Striped Designs | Big and Tall Size (US Mens 12-16)",New,23,0,23,0,0,0,0,USD,0.0,1.0,8.0,8.0,Low traffic,93.21,0.0,99.03,0.0,Advertise listing,,47.05,2.0,0.0,2490.74,0.42,0.163239,cubic feet,Apparel,3.754497,US,gl_apparel,657098.0,366,0,92.0,37.0,94.06,0.0,102.65,735.33,791.33,1,22,0,0,0,6.32,0,0,0,0,,0,0,,,,,,,,,,,,,,,176.2,4.0,Healthy,,,2024-06-24,Yes,No,176.2,131.6
2024-06-21,GS-0ZNF-U71V,X0NFASRVPX,B0YI7O8IHI,"SockBrand Over the Calf Mens Dress Socks (3 Pairs) | Cotton Made, Long Socks, Wide Socks | Light Compression Socks for Men in Blue, Orange, Grey, Pink Argyles | Big and Tall Size (US M Shoe 12-16)",New,1,0,0,0,1,0,1,USD,5.0,5.0,5.0,5.0,Low traffic,50.83,0.0,26.45,0.0,SendToFBA,,0.0,0.0,0.0,33.09,0.8,0.077011,cubic feet,Apparel,0.077011,US,gl_apparel,416555.0,14,0,0.0,2.0,23.48,116.02,125.51,117.47,119.97,0,0,0,1,0,0.49,0,0,0,0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.45,0.0,0.0,0.0,0.0,1.0,0.5,188.2,2.0,Low stock,25.0,2024-06-30,2024-06-24,Yes,No,127.4,188.2
2024-06-21,OS-CHKO-GE17,X07OVSRADU,B0CC4APMVS,"SockBrand Over the Calf Mens Dress Socks (9 Pairs) | Cotton Made, Long Socks, Wide Socks | Light Compression Socks for Men in Argyles, Stripes, and Patterns | Big and Tall Size (US Mens Shoe 12-16)",New,11,0,6,0,7,0,0,USD,1.0,10.0,14.0,24.0,Low traffic,102.35,0.0,108.13,0.0,SendToFBA,,0.0,0.0,0.0,0.0,1.16,0.340083,cubic feet,Apparel,3.740913,US,gl_apparel,623277.0,83,0,4.0,5.0,108.22,117.16,975.4,1428.88,2226.45,6,0,0,7,0,3.02,0,0,0,0,,1,0,,,,,,,,,,,,,,,101.2,14.0,Low stock,10.0,2024-07-02,2024-06-24,Yes,No,101.2,75.6
2024-06-21,RC-Z8GP-RZCJ,X0VNMDYXEF,B07FY3FMD6,"SockBrand Over the Calf Mens Dress Socks (3 Pairs) | Cotton Made, Long Socks, Wide Socks | Light Compression Socks for Men in Stripes and Elegant Designs | Classic Size (US Mens Shoe 7-11)",New,20,0,12,1,10,0,0,USD,1.0,1.0,6.0,18.0,Low traffic,45.26,0.0,48.17,0.0,Create Outlet deal,,23.79,2.0,0.0,299.03,0.87,0.081235,cubic feet,Apparel,1.6247,US,gl_apparel,348071.0,154,4,80.0,14.0,43.56,42.49,45.57,162.04,514.26,12,0,0,10,0,1.32,0,0,0,0,,1,0,,,,,,,,,,,,,,,162.0,11.0,Excess,,,2024-06-24,Yes,No,162.0,100.4
2024-06-22,EO-TAVP-S9WB,X0IKU2U2LN,B0S4FMFNNF,"SockBrand Over the Calf Mens Dress Socks (9 Pairs) | Cotton Made, Long Socks, Wide Socks | Light Compression Socks for Men in Argyles, Stripes, and Fun Patterns | Classic Size (US Mens Shoe 7-11)",New,6,0,10,0,0,0,0,USD,2.0,18.0,21.0,39.0,Low traffic,93.51,0.0,99.78,0.0,SendToFBA,,0.0,0.0,0.0,0.0,2.08,0.174387,cubic feet,Other,1.046322,US,gl_apparel,622485.0,20,0,1.0,2.0,117.54,200.66,1557.08,2016.76,3529.0,2,8,0,0,0,0.83,0,0,0,0,,4,0,,,,,,,,,,,,,,,101.2,14.0,Low stock,22.0,2024-07-01,2024-06-24,Yes,No,101.2,75.6
2024-06-22,EN-3O1J-F35W,X0Y46ZGVDG,B08YRGWOCA,"SockBrand Over the Calf Mens Dress Socks (3 Pairs) | Cotton Made, Long Socks, Wide Socks | Light Compression Socks for Men in Dark Blue, Navy Blue and Sky Blue | Classic Size (US Mens Shoe 7-11)",,0,0,25,0,0,0,0,USD,0.0,0.0,5.0,18.0,Low traffic,,,49.71,-1.0,SendToFBA,,,,,,1.5,0.184071,cubic feet,Apparel,0.0,US,gl_apparel,477675.0,0,0,,0.0,53.69,0.0,0.0,241.95,928.18,25,0,0,0,0,,0,0,0,0,,25,0,,,,,,,,,,,,,,,154.0,3.0,Out of stock,2.0,2024-06-23,2024-06-24,Yes,No,154.0,82.3
2024-06-21,CJ-Y2XM-JU5C,X0PWHPKD63,B0EC2UZV0G,"SockBrand Over the Calf Mens Dress Socks (9 Pairs) | Cotton Made, Long Socks, Wide Socks | Light Compression Socks for Men in Space and Music Themed Designs | Big and Tall Size (US Mens 12-16)",New,20,0,21,0,0,0,0,USD,0.0,5.0,10.0,10.0,Low traffic,92.72,0.0,101.85,0.0,Advertise listing,,52.35,2.0,0.0,1502.4,0.53,0.172795,cubic feet,Apparel,3.4559,US,gl_apparel,626356.0,366,0,16.0,26.0,98.56,0.0,514.67,1028.69,920.93,1,0,20,0,0,6.41,0,0,0,0,,1,0,,,,,,,,,,,,,,,101.2,8.0,Healthy,,,2024-06-24,Yes,No,101.2,75.6
2024-06-22,GF-09K3-SAPG,X02F37CIKH,B0O2SCQC62,"SockBrand Over the Calf Mens Dress Socks (3 Pairs) | Cotton Made, Long Socks, Wide Socks | Light Compression Socks for Men in Black, Blue and Grey Striped Colors | Classic Size (US Mens Shoe 7-11)",New,27,0,27,0,0,0,0,USD,2.0,3.0,5.0,5.0,Low traffic,48.11,0.0,45.14,0.0,Advertise listing,,23.1,2.0,0.0,645.43,0.27,0.069398,cubic feet,Apparel,1.873746,US,gl_apparel,323262.0,366,0,36.0,70.0,47.69,85.86,140.78,221.63,200.0,0,0,27,0,0,1.38,0,0,0,0,,0,0,,,,,,,,,,,,,,,135.0,2.0,Healthy,,,2024-06-24,Yes,No,90.5,135.0
2024-06-22,RK-9ORK-8BL8,X0U0V6V0Q0,B0FCPVUEK1,"SockBrand Over the Calf Mens Dress Socks (9 Pairs) | Cotton Made, Long Socks, Wide Socks | Light Compression Socks for Men | Polka Dots, Stripes, Sea Patterns | Big and Tall Size (US Mens 12-16)",New,16,0,16,0,0,0,0,USD,1.0,4.0,5.0,14.0,Low traffic,100.92,0.0,107.82,0.0,Create Outlet deal,,52.49,2.0,0.0,452.82,1.17,0.350398,cubic feet,Apparel,5.606368,US,gl_apparel,592444.0,154,8,16.0,14.0,105.4,99.56,391.29,490.11,1296.21,4,12,0,0,0,4.32,0,0,0,0,,0,0,,,,,,,,,,,,,,,101.2,10.0,Excess,3.0,2024-07-01,2024-06-24,Yes,No,101.2,75.6
2024-06-21,OV-U2YP-H3VC,X0FQJNNCSH,B0SQWFL4DC,"SockBrand Crew Socks for Men (9 Pairs) | 100% Cotton Socks for Men, Short Socks for Men, Mid Calf Socks in Patterns, Stripes and Solids | Big and Tall Size (US Mens Shoe 12-16)",New,28,0,0,0,0,28,0,USD,0.0,3.0,5.0,5.0,Low traffic,55.66,0.0,78.52,0.0,Advertise listing,,0.0,0.0,0.0,1981.82,0.16,0.126243,cubic feet,Apparel,3.534804,US,gl_apparel,276450.0,366,28,37.0,72.0,85.87,0.0,234.18,324.16,318.16,0,0,0,28,0,23.11,0,0,0,0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,20.23,0.0,0.0,302.2,1.0,Excess,,,2024-06-24,Yes,No,302.2,279.3
2024-06-21,PV-Y9MZ-70MH,X0STP5TY7P,B0WQ1ZP6LI,"SockBrand Over the Calf Mens Dress Socks (9 Pairs) | Cotton Made, Long Socks, Wide Socks | Light Compression Socks for Men in Travel Themed Designs | Big and Tall Size (US Mens 12-16)",New,25,0,25,0,0,0,0,USD,0.0,3.0,5.0,5.0,Low traffic,107.88,0.0,101.09,0.0,Advertise listing,,51.42,2.0,0.0,1615.87,0.24,0.163239,cubic feet,Apparel,4.080975,US,gl_apparel,657900.0,366,0,33.0,65.0,111.84,0.0,320.83,490.85,499.73,0,0,25,0,0,2.75,0,0,0,0,,0,0,,,,,,,,,,,,,,,151.8,3.0,Healthy,,,2024-06-24,Yes,No,151.8,119.8
2024-06-21,US-8GHN-ESB0,X05OAIIXGX,B0SRELWBRX,"SockBrand Over the Calf Mens Dress Socks (3 Pairs) | Cotton Made, Long Socks, Wide Socks | Light Compression Socks for Men in Navy Blue Color | Classic Size (US Mens Shoe 7-11)",New,32,0,33,0,0,0,0,USD,1.0,6.0,25.0,38.0,Low traffic,41.62,0.0,47.76,0.0,Create Outlet deal,,23.93,2.0,0.0,252.35,1.58,0.066836,cubic feet,Apparel,2.138752,US,gl_apparel,456365.0,254,10,21.0,10.0,43.43,42.56,276.89,893.6,1342.58,32,1,0,0,0,1.59,0,0,0,0,,0,0,,,,,,,,,,,,,,,154.0,16.0,Excess,,,2024-06-24,Yes,No,154.0,82.3
2024-06-21,ER-H2BV-8BTV,X0LX6XZVUR,B02UHB2V43,"SockBrand Over the Calf Mens Dress Socks (9 Pairs) | Cotton Made, Long Socks, Wide Socks | Light Compression Socks for Men in Patterns, Argyles and Solids | Big and Tall Size (US Mens Shoe 12-16)",New,33,0,10,27,0,0,0,USD,1.0,9.0,18.0,27.0,Low traffic,94.17,0.0,96.8,0.0,Advertise listing,,0.0,0.0,0.0,1.48,0.53,0.178635,cubic feet,Apparel,5.894955,US,gl_apparel,690638.0,171,0,14.0,15.0,90.96,87.12,844.19,1722.89,2317.45,1,0,9,0,0,7.68,0,0,0,0,,0,0,,,,,,,,,,,,,,,101.2,7.0,Healthy,,,2024-06-24,Yes,No,101.2,75.6
2024-06-22,GO-IEHR-BHYG,X01OO30ALL,B0LTQYRVPV,"SockBrand Over the Calf Mens Dress Socks (9 Pairs) | Cotton Made, Long Socks, Wide Socks | Light Compression Socks for Men | Polka Dots, Stripes, and Sea Patterns | Classic Size (US Mens Shoe 7-11)",,0,0,8,0,0,0,0,USD,0.0,0.0,8.0,12.0,Low traffic,,,96.91,-1.0,Edit listing,,,,,,1.71,0.174387,cubic feet,Apparel,0.0,US,gl_apparel,,323,0,,32.0,95.37,0.0,0.0,764.35,1112.13,8,0,0,0,0,,30,0,30,0,,8,0,,,,,,,,,,,,,,,176.2,12.0,Low stock,,,2024-06-24,Yes,No,176.2,131.6
2024-06-21,SQ-1ZF7-XU73,X0JERQWO20,B0C6OHXY7V,Blue Toe Over the Calf Mens Dress Socks (3 Pairs) | Double Reinforced Toe and Heel | Light Compression Socks for Men in Dark Blue Color | Big and Tall Size (US Mens Shoe 12-16),New,22,0,22,0,0,0,0,USD,,,,,Low traffic,49.63,0.0,50.63,0.0,Advertise listing,,0.0,0.0,0.0,796.86,0.0,0.048611,cubic feet,Apparel,1.069442,US,gl_apparel,,366,0,,,46.83,,,,,0,3,19,0,0,0.76,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-21,NT-N8FL-90V3,X07B38SS6L,B0EOXGGUUF,"SockBrand Over the Calf Mens Dress Socks (3 Pairs) | Cotton Made, Long Socks, Wide Socks | Light Compression Socks for Men in Black, Blue and Grey Colors | Classic Size (US Mens Shoe 7-11)",,10,0,11,0,0,0,0,USD,0.0,5.0,55.0,60.0,Low traffic,,,47.57,-1.0,Edit listing,,0.0,0.0,0.0,0.0,1.97,0.092426,cubic feet,Apparel,0.92426,US,gl_apparel,443093.0,49,0,8.0,2.0,43.62,0.0,195.1,1423.81,1697.85,11,0,0,0,0,0.65,0,0,0,0,,0,0,,,,,,,,,,,,,,,154.0,,,,,2024-06-24,Yes,No,154.0,82.3
2024-06-19,VC-5XOL-CK43,X03Q40RFKW,B0P6040F54,"SockBrand Over the Calf Mens Dress Socks (3 Pairs) | Cotton Made, Long Socks, Wide Socks | Light Compression Socks for Men in Black Gradient Colors | Big and Tall Size (US Mens Shoe 12-16)",New,65,0,66,0,0,0,0,USD,1.0,6.0,6.0,6.0,Low traffic,48.63,0.0,51.6,0.0,Advertise listing,,23.53,2.0,0.0,1080.12,0.08,0.091163,cubic feet,Apparel,5.925595,US,gl_apparel,420341.0,366,0,43.0,140.0,46.42,48.68,276.81,315.08,278.7,0,66,0,0,0,4.43,0,0,0,0,,0,0,,,,,,,,,,,,,,,154.0,3.0,Healthy,,,2024-06-24,Yes,No,154.0,82.3
2024-06-22,CF-EZLB-YBG9,X0LGJRU0BV,B0KFJ27JAA,"SockBrand Over the Calf Mens Dress Socks (3 Pairs) | Cotton Made, Long Socks, Wide Socks | Light Compression Socks for Men | Bikes, Elephants, and Flamingos | Big and Tall Size (US Mens Shoe 12-16)",New,0,0,6,1,0,0,0,USD,2.0,8.0,10.0,11.0,Low traffic,50.56,0.0,50.48,0.0,SendToFBA,,25.81,2.0,0.0,240.27,1.2,0.077011,cubic feet,Apparel,0.0,US,gl_apparel,283783.0,18,0,0.0,0.0,48.48,100.81,374.92,511.06,550.05,6,0,0,0,0,0.28,0,0,0,0,,6,0,,,,,,,,,,,,,,,135.0,3.0,Healthy,25.0,2024-06-30,2024-06-24,Yes,No,90.5,135.0
2024-06-21,RO-E1CW-2E5F,X0DTHZRESQ,B0CH61G1KE,"SockBrand Crew Socks for Men (9 Pairs) | 100% Cotton Socks for Men, Short Socks for Men, Mid Calf Socks in Formal Striped Patterns, and Solid Colors | Classic Size (US Mens Shoe 7-11)",New,34,0,0,1,15,19,0,USD,0.0,0.0,0.0,0.0,Low traffic,59.23,0.0,70.57,0.0,AlreadyOnAdvertisedCampaign,,0.0,0.0,0.0,2399.2,0.0,0.174011,cubic feet,Apparel,5.916374,US,gl_apparel,299426.0,366,34,,,70.61,0.0,0.0,0.0,0.0,0,0,0,34,0,22.23,0,0,0,0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,20.82,0.0,0.0,302.2,3.0,Excess,,,2024-06-24,Yes,No,302.2,279.3
2024-06-19,XQ-LP2Z-7RRZ,X0Z698CTO3,B0Q32RXCCY,"SockBrand Over the Calf Mens Dress Socks (3 Pairs) | Cotton Made, Long Socks, Wide Socks | Light Compression Socks for Men in Blue, Grey, Green and Yellow Stripes | Big and Tall Size (US Men 12-16)",New,8,0,6,0,0,0,0,USD,2.0,10.0,18.0,37.0,Low traffic,47.25,0.0,53.92,0.0,SendToFBA,,0.0,0.0,0.0,0.0,2.62,0.077011,cubic feet,Apparel,0.616088,US,gl_apparel,361312.0,49,0,3.0,2.0,53.05,91.66,525.04,901.54,1421.64,6,0,0,0,0,0.26,0,0,0,0,,0,1,,,,,,,,,,,,,,,162.0,7.0,Healthy,25.0,2024-06-30,2024-06-24,Yes,No,162.0,100.4
2024-06-21,QN-M21O-2Y1E,X0J7EFJM3N,B00GFOUXUS,"SockBrand Over the Calf Mens Dress Socks (3 Pairs) | Cotton Made, Long Socks, Wide Socks | Light Compression Socks for Men in American Flag Colors and Patterns | Big and Tall Size (US Mens 12-16)",New,42,0,43,0,0,0,0,USD,2.0,8.0,14.0,19.0,Low traffic,49.38,0.0,49.76,0.0,Advertise listing,,25.75,2.0,0.0,33.12,0.47,0.096643,cubic feet,Apparel,4.059006,US,gl_apparel,322758.0,269,0,21.0,28.0,49.87,101.62,371.46,687.29,960.97,1,0,42,0,0,2.97,0,0,0,0,,1,0,,,,,,,,,,,,,,,162.0,7.0,Healthy,,,2024-06-24,Yes,No,162.0,100.4
2024-06-22,BL-CLMN-5785,X0U4DRWZBN,B0AXTBNNNG,"SockBrand Over the Calf Mens Dress Socks (3 Pairs) | Cotton Made, Long Socks, Wide Socks | Light Compression Socks for Men in Black, Blue, Red Striped Colors | Classic Size (US Mens Shoe 7-11)",New,7,0,0,7,0,0,0,USD,1.0,5.0,7.0,8.0,Low traffic,46.41,0.0,45.25,0.0,Create Outlet deal,,23.14,2.0,0.0,311.26,0.68,0.073552,cubic feet,Apparel,0.514864,US,gl_apparel,316583.0,128,7,5.0,11.0,44.98,46.43,240.13,290.98,345.07,0,0,0,0,0,0.44,0,0,0,0,,0,0,,,,,,,,,,,,,,,135.0,2.0,Excess,1.0,2024-07-02,2024-06-24,Yes,No,90.5,135.0
2024-06-21,QT-NYRW-OFT8,X0XEA2ESMP,B05LH9USR5,"SockBrand Over the Calf Mens Dress Socks (9 Pairs) | Cotton Made, Long Socks, Wide Socks | Light Compression Socks for Men, Animal Figures on Solid Colors | Big and Tall Size (US Mens 12-16)",New,2,0,1,1,0,0,0,USD,1.0,5.0,10.0,12.0,Low traffic,106.97,0.0,108.56,0.0,Advertise listing,,0.0,0.0,0.0,3529.78,1.41,0.163263,cubic feet,Apparel,0.326526,US,gl_apparel,709566.0,26,0,1.0,2.0,107.41,94.6,494.11,1022.09,1089.41,0,0,1,0,0,11.36,0,0,0,0,,0,0,,,,,,,,,,,,,,,151.8,4.0,Low stock,,,2024-06-24,Yes,No,151.8,119.8
2024-06-21,IH-XEF3-J8JC,X042Z451CU,B0REVRSJRN,"SockBrand Over the Calf Mens Dress Socks (3 Pairs) | Cotton Made, Long Socks, Wide Socks | Light Compression Socks for Men All in Grey Color | Classic Size (US Mens Shoe 7-11)",New,21,0,0,0,21,0,0,USD,3.0,4.0,15.0,24.0,Low traffic,46.35,0.0,48.58,0.0,Create Outlet deal,,21.54,2.0,0.0,770.23,0.78,0.066836,cubic feet,Apparel,1.403556,US,gl_apparel,419068.0,339,21,21.0,11.0,43.84,110.79,153.58,497.86,806.91,0,0,0,21,0,0.96,0,0,0,0,,0,0,,,,,,,,,,,,,,,154.0,,Excess,,,2024-06-24,Yes,No,154.0,82.3
