snapshot-date,sku,fnsku,asin,product-name,condition,available,pending-removal-quantity,inv-age-0-to-90-days,inv-age-91-to-180-days,inv-age-181-to-270-days,inv-age-271-to-365-days,inv-age-365-plus-days,currency,units-shipped-t7,units-shipped-t30,units-shipped-t60,units-shipped-t90,alert,your-price,sales-price,lowest-price-new-plus-shipping,lowest-price-used,recommended-action,DEPRECATED healthy-inventory-level,recommended-sales-price,recommended-sale-duration-days,recommended-removal-quantity,estimated-cost-savings-of-recommended-actions,sell-through,item-volume,volume-unit-measurement,storage-type,storage-volume,marketplace,product-group,sales-rank,days-of-supply,estimated-excess-quantity,weeks-of-cover-t30,weeks-of-cover-t90,featuredoffer-price,sales-shipped-last-7-days,sales-shipped-last-30-days,sales-shipped-last-60-days,sales-shipped-last-90-days,inv-age-0-to-30-days,inv-age-31-to-60-days,inv-age-61-to-90-days,inv-age-181-to-330-days,inv-age-331-to-365-days,estimated-storage-cost-next-month,inbound-quantity,inbound-working,inbound-shipped,inbound-received,no-sale-last-6-months,Total Reserved Quantity,unfulfillable-quantity,quantity-to-be-charged-ais-181-210-days,estimated-ais-181-210-days,quantity-to-be-charged-ais-211-240-days,estimated-ais-211-240-days,quantity-to-be-charged-ais-241-270-days,estimated-ais-241-270-days,quantity-to-be-charged-ais-271-300-days,estimated-ais-271-300-days,quantity-to-be-charged-ais-301-330-days,estimated-ais-301-330-days,quantity-to-be-charged-ais-331-365-days,estimated-ais-331-365-days,quantity-to-be-charged-ais-365-plus-days,estimated-ais-365-plus-days,historical-days-of-supply,fba-minimum-inventory-level,fba-inventory-level-health-status,Recommended ship-in quantity,Recommended ship-in date,Last updated date for Historical Days of Supply,Exempted from Low-Inventory-Level fee?,Low-Inventory-Level fee applied in current week?,Short term historical days of supply,Long term historical days of supply,Inventory age snapshot date,Inventory Supply at FBA,Reserved FC Transfer,Reserved FC Processing,Reserved Customer Order,Total Days of Supply (including units from open shipments)
2024-09-17,IS-7ZTF-8RT7,X0PHPA26WO,B0NM4YO6UA,"SockBrand Over the Calf Mens Dress Socks (3 Pairs) | Cotton Made, Long Socks, Wide Socks | Light Compression Socks for Men | Shamrocks, Martini, Birds Designs | Classic Size (US Mens Shoe 7-11)",New,29,0,49,0,0,0,0,USD,0.0,2.0,2.0,6.0,Low traffic,43.46,0.0,42.46,0.0,Advertise listing,,23.18,2,0,738.47,0.33,0.081235,cubic feet,Apparel,2.355815,US,gl_apparel,789198.0,366.0,0,66.0,71.0,41.94,0.0,89.54,85.25,265.77,49,0,0,0,0,6.33,4,0,0,4,,20,0,,,,,,,,,,,,,,,288.8,8.0,Healthy,,,2024-09-16,Yes,No,288.8,139.0,2024-09-14,53,20,0,0,366.0
2024-09-17,LX-KUB0-MAH2,X0EHWCP693,B08L0EG952,"SockBrand Over the Calf Mens Dress Socks (3 Pairs) | Diamonds in the Rough Pack | Cotton Made, Long Socks, Wide Calf Socks | Big and Tall Size (US Mens Shoe 12-16)",New,16,0,28,0,0,0,0,USD,1.0,3.0,6.0,7.0,Low traffic,51.87,0.0,50.58,0.0,Advertise listing,,23.81,2,0,689.44,0.56,0.061049,cubic feet,Apparel,0.976784,US,gl_apparel,596009.0,359.0,0,21.0,29.0,49.51,51.23,141.08,276.22,333.98,25,0,3,0,0,2.9,0,0,0,0,,12,0,,,,,,,,,,,,,,,240.9,10.0,Healthy,,,2024-09-16,Yes,No,240.9,173.8,2024-09-14,28,12,0,0,359.0
2024-09-17,OQ-DV2P-Z4M2,X0TMQZF70L,B0TG3AGY2T,"SockBrand Over the Calf Mens Dress Socks (9 Pairs) | Cotton Made, Long Socks | Light Compression Socks for Men | Doctor Themed Patterns, Argyles and Solids | Classic Size (US Mens Shoe 7-11)",New,25,0,25,0,0,0,0,USD,0.0,1.0,1.0,5.0,Low traffic,94.6,0.0,98.94,0.0,Advertise listing,,84.0,52,0,2190.4,0.26,0.172795,cubic feet,Apparel,4.319875,US,gl_apparel,783138.0,366.0,0,100.0,65.0,101.7,0.0,100.02,90.92,554.7,0,0,25,0,0,7.22,0,0,0,0,,0,0,,,,,,,,,,,,,,,315.1,4.0,Healthy,,,2024-09-16,Yes,No,246.5,315.1,2024-09-14,25,0,0,0,366.0
2024-09-17,UP-97XB-AR3C,X04IDLMC46,B0EEG6TXAT,SockBrand Socks Over the Calf Mens Dress Socks (3 Pairs) |The Office Memo Pack | Classic Size (US Mens Shoe 7-11),New,15,0,15,0,0,0,0,USD,,,,,Low traffic,45.15,0.0,41.46,0.0,SendToFBA,,0.0,0,0,114.95,0.0,0.079611,cubic feet,Apparel,1.194165,US,gl_apparel,576688.0,83.0,0,,,43.2,,,,,15,0,0,0,0,2.06,0,0,0,0,,0,0,,,,,,,,,,,,,,,240.9,,,3.0,2024-09-23,2024-09-16,Yes,No,240.9,173.8,2024-09-14,15,0,0,0,83.0
2024-09-17,VE-TH09-MTEQ,X09JWQQV1H,B0ALZWJEDA,"SockBrand Over the Calf Mens Dress Socks (9 Pairs) | The Executive Class Collection | Cotton Made, Long Socks, Wide Calf Socks | Big and Tall Size (US Mens Shoe 12-16)",New,20,0,21,0,0,0,0,USD,0.0,6.0,9.0,19.0,Low traffic,102.13,0.0,108.0,0.0,Advertise listing,,0.0,0,0,0.0,0.85,0.163263,cubic feet,Apparel,3.26526,US,gl_apparel,281886.0,66.0,0,13.0,13.0,105.57,0.0,628.36,960.67,2199.06,0,0,21,0,0,5.15,0,0,0,0,,1,0,,,,,,,,,,,,,,,254.9,8.0,Healthy,,,2024-09-16,Yes,No,254.9,187.1,2024-09-14,20,0,0,1,68.0
2024-09-17,BM-33D6-E9EY,X0T5Z8BMFI,B0O5CJE9EP,"SockBrand Over the Calf Mens Dress Socks (3 Pairs) | Cotton Made, Long Socks, Wide Socks | Light Compression Socks for Men in Black, Red and Grey Colors | Big and Tall Size (US Mens Shoe 12-16)",New,9,0,9,0,0,0,0,USD,0.0,1.0,1.0,6.0,Low traffic,46.47,0.0,53.21,0.0,Advertise listing,,25.44,2,0,316.88,0.73,0.031257,cubic feet,Apparel,0.281313,US,gl_apparel,3919730.0,198.0,0,36.0,19.0,53.06,0.0,50.12,47.0,211.99,1,1,7,0,0,0.48,0,0,0,0,,0,0,,,,,,,,,,,,,,,267.0,2.0,Healthy,,,2024-09-16,Yes,No,267.0,120.2,2024-09-14,9,0,0,0,198.0
2024-09-17,CU-SD4X-T823,X0RSV8XTB5,B0U00PZP4M,"SockBrand Over the Calf Mens Dress Socks (3 Pairs) | Cotton Made, Long Socks, Wide Socks | Light Compression Socks for Men in Black Colors | Classic Size (US Mens Shoe 7-11)",New,21,0,0,1,0,0,20,USD,0.0,1.0,3.0,13.0,Low traffic,44.0,0.0,48.09,0.0,Create Outlet deal,,22.77,2,0,2611.05,0.49,0.098939,cubic feet,Apparel,2.077719,US,gl_apparel,647998.0,366.0,21,84.0,21.0,42.84,0.0,48.48,111.25,341.67,0,0,0,0,0,29.07,0,0,0,0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,14.33,402.1,4.0,Excess,,,2024-09-16,Yes,No,402.1,231.5,2024-09-14,21,0,0,0,366.0
2024-09-17,OH-9B5E-X9Z9,X0LUGZHY2V,B0HEKZ3ROL,"SockBrand Over the Calf Mens Dress Socks (3 Pairs) | Cotton Made, Long Socks, Wide Socks | Light Compression Socks for Men in Sea Themed Blue, Grey Colors | Big and Tall Size (US Mens Shoe 12-16)",New,13,0,0,0,14,0,0,USD,1.0,1.0,2.0,5.0,Low traffic,51.14,0.0,49.1,0.0,Create Outlet deal,,23.83,2,0,553.51,0.26,0.077011,cubic feet,Apparel,1.001143,US,gl_apparel,785832.0,220.0,13,52.0,33.0,52.8,48.24,47.89,100.21,239.47,0,0,0,14,0,1.8,0,0,0,0,,0,0,,,,,,,,,,,,,,,288.8,,Excess,,,2024-09-16,Yes,No,288.8,139.0,2024-09-14,13,0,0,0,220.0
2024-09-17,ND-4MS5-TVFD,X0J37B222S,B0BVUBXCJT,"SockBrand Over the Calf Mens Dress Socks (9 Pairs) | Cotton Made, Long Socks, Wide Socks | Light Compression Socks for Men Blue, Burgundy, and Green Stripes | Big and Tall Size (US Mens 12-16)",New,30,0,30,0,0,0,0,USD,0.0,7.0,18.0,19.0,Low traffic,101.59,0.0,109.45,0.0,Advertise listing,,0.0,0,0,866.74,0.99,0.17737,cubic feet,Other,5.3211,US,gl_apparel,1008850.0,236.0,0,17.0,20.0,111.84,0.0,487.31,1024.34,1159.0,30,0,0,0,0,9.13,0,0,0,0,,0,0,,,,,,,,,,,,,,,217.7,14.0,Healthy,,,2024-09-16,Yes,No,155.6,217.7,2024-09-14,30,0,0,0,236.0
2024-09-17,GV-J48H-WXV4,X0FMYYDBE2,B0KM9DU1UT,SockBrand Socks Over the Calf Mens Dress Socks (3 Pairs) |The Selfless Manager Pack | Classic Size (US Mens Shoe 7-11),New,11,0,12,0,0,0,0,USD,3.0,3.0,3.0,3.0,Low traffic,44.27,0.0,47.98,0.0,SendToFBA,,0.0,0,0,87.31,0.25,0.079611,cubic feet,Apparel,0.875721,US,gl_apparel,583262.0,83.0,0,14.0,47.0,45.88,0.0,0.0,0.0,0.0,12,0,0,0,0,1.48,0,0,0,0,,1,0,,,,,,,,,,,,,,,240.9,11.0,Healthy,3.0,2024-09-24,2024-09-16,Yes,No,240.9,173.8,2024-09-14,11,0,0,1,87.0
2024-09-17,IA-T5VO-D239,X0ADDBD293,B0Q0PAX44S,SockBrand Mid-Calf Dress Socks for Men (9 Pairs) | The Sunset Collection | Big and Tall Size (US Mens Shoe 12-16),New,16,0,0,0,0,0,16,USD,1.0,3.0,6.0,10.0,Low traffic,64.86,0.0,67.96,0.0,Create Outlet deal,,36.81,2,0,1054.61,0.48,0.174011,cubic feet,Apparel,2.784176,US,gl_apparel,471901.0,263.0,16,21.0,20.0,69.83,69.92,221.55,452.77,600.53,0,0,0,0,0,22.82,0,0,0,0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,17.74,180.2,6.0,Excess,,,2024-09-16,Yes,No,125.3,180.2,2024-09-14,16,0,0,0,263.0
2024-09-17,ED-W3XF-VIZX,X0HMF6KIGZ,B0WH6LNJSO,"SockBrand Over the Calf Mens Dress Socks (3 Pairs) | Cotton Made, Long Socks, Wide Socks | Light Compression Socks for Men in Formal Office Striped Patterns | Classic Size (US Mens Shoe 7-11)",New,16,0,25,0,0,0,0,USD,0.0,11.0,20.0,25.0,Low traffic,48.15,26.87,26.93,0.0,SendToFBA,,,0,0,,1.61,0.078493,cubic feet,Apparel,1.255888,US,gl_apparel,569068.0,36.0,0,5.0,8.0,24.13,0.0,288.36,463.05,638.5,25,0,0,0,0,,0,0,0,0,,9,0,,,,,,,,,,,,,,,80.3,20.0,Low stock,38.0,2024-09-24,2024-09-16,Yes,No,41.9,80.3,2024-09-14,16,0,1,8,62.0
2024-09-17,RB-M9GU-SX01,X0W84QXA3E,B0GWUF3Q78,"SockBrand Over the Calf Mens Dress Socks (9 Pairs) | Cotton Made, Long Socks, Wide Socks | Light Compression Socks for Men in Patterns, Argyles and Solids | Classic Size (US Mens Shoe 7-11)",New,19,0,29,0,0,0,0,USD,1.0,2.0,4.0,8.0,Low traffic,88.89,0.0,101.4,0.0,Advertise listing,,0.0,0,0,30.41,0.8,0.174387,cubic feet,Apparel,3.313353,US,gl_apparel,239863.0,184.0,0,40.0,32.0,92.51,90.71,191.64,384.56,811.08,29,0,0,0,0,9.16,1,0,0,1,,10,0,,,,,,,,,,,,,,,254.9,15.0,Healthy,,,2024-09-16,Yes,No,254.9,187.1,2024-09-14,30,10,0,0,184.0
2024-09-17,FC-UYIT-M2DX,X03U61MPZG,B0KULE8NGX,SockBrand Socks Basics - Mens Dress Socks (3 Pairs) | Over the Calf Socks For Men | Gray | Big and Tall Size (US Mens Shoe 12-16),New,17,0,0,18,0,0,0,USD,1.0,3.0,3.0,3.0,Low traffic,23.55,0.0,23.95,0.0,Advertise listing,,13.32,2,0,357.35,0.15,0.048611,cubic feet,Apparel,0.826387,US,gl_apparel,1712470.0,77.0,0,22.0,73.0,24.76,26.75,79.26,70.7,69.3,0,0,0,0,0,1.34,0,0,0,0,,1,0,,,,,,,,,,,,,,,695.6,10.0,Healthy,,,2024-09-16,Yes,No,227.8,695.6,2024-09-14,17,0,0,1,79.0
2024-09-17,NQ-GON7-4SY6,X0A8D3GSXN,B0QBTAK8AO,"SockBrand Over the Calf Mens Dress Socks (9 Pairs) | Cotton Made, Long Socks, Wide Socks | Light Compression Socks for Men | 6 Pairs Black + 3 Pairs Gray Socks | Big and Tall Size (US Mens 12-16)",New,14,0,0,14,0,0,0,USD,0.0,1.0,3.0,8.0,Low traffic,97.93,0.0,106.05,0.0,Create Outlet deal,,48.51,2,0,2819.06,0.47,0.184071,cubic feet,Apparel,2.576994,US,gl_apparel,702929.0,227.0,14,56.0,22.0,104.61,0.0,101.75,298.97,875.09,0,0,0,0,0,15.03,0,0,0,0,,0,0,,,,,,,,,,,,,,,402.1,3.0,Excess,,,2024-09-16,Yes,No,402.1,231.5,2024-09-14,14,0,0,0,227.0
2024-09-17,WI-9LWA-DDX8,X0KUXAHXVY,B00WU3FL15,"SockBrand Over the Calf Mens Dress Socks (3 Pairs) | Cotton Made, Long Socks, Wide Socks | Light Compression Socks for Men in Brown Colors | Classic Size (US Mens Shoe 7-11)",New,12,0,12,0,0,0,0,USD,1.0,1.0,9.0,21.0,Low traffic,47.81,0.0,45.08,0.0,Advertise listing,,0.0,0,0,479.08,1.5,0.098939,cubic feet,Apparel,1.187268,US,gl_apparel,2346334.0,151.0,0,48.0,7.0,46.74,46.5,44.87,406.32,665.71,0,1,11,0,0,2.2,0,0,0,0,,0,0,,,,,,,,,,,,,,,387.0,3.0,Healthy,,,2024-09-16,Yes,No,387.0,53.3,2024-09-14,12,0,0,0,151.0
2024-09-17,RJ-QCW1-2TKY,X0I7VDH5RS,B0Q6OQKIW3,"SockBrand Over the Calf Mens Dress Socks (3 Pairs) | Cotton Made, Long Socks, Wide Socks | Light Compression Socks for Men in Blue, Brown and Grey Colors | Big and Tall Size (US Mens Shoe 12-16)",New,21,0,22,0,0,0,0,USD,0.0,0.0,0.0,1.0,Low traffic,47.38,0.0,47.58,0.0,Advertise listing,,23.81,2,0,797.93,0.05,0.092618,cubic feet,Apparel,1.944978,US,gl_apparel,633173.0,366.0,0,,273.0,49.27,0.0,0.0,0.0,48.08,0,0,22,0,0,3.27,0,0,0,0,,0,0,,,,,,,,,,,,,,,240.9,2.0,Healthy,,,2024-09-16,Yes,No,240.9,173.8,2024-09-14,21,0,0,0,366.0
2024-09-17,EC-9R1S-DAVA,X0MRJ9TYJH,B054MYZ0KS,SockBrand Mid-Calf Dress Socks for Men (9 Pairs) | The Executive Class - Mid Calf Collection | Classic Size (US Mens Shoe 7-11),New,8,0,9,0,0,0,0,USD,1.0,3.0,6.0,7.0,Low traffic,70.47,0.0,75.32,0.0,SendToFBA,,35.63,2,0,172.05,0.74,0.174011,cubic feet,Apparel,1.392088,US,gl_apparel,472959.0,69.0,0,10.0,14.0,72.92,69.38,219.55,391.79,473.03,2,0,7,0,0,2.25,0,0,0,0,,0,0,,,,,,,,,,,,,,,180.2,8.0,Healthy,3.0,2024-09-24,2024-09-16,Yes,No,125.3,180.2,2024-09-14,8,0,0,0,69.0
2024-09-17,MB-GFT3-Z0JH,X05JVPRO8A,B00KA1UXJZ,"SockBrand Over the Calf Mens Dress Socks (9 Pairs) | Cotton Made, Long Socks, Wide Socks | Light Compression Socks for Men in Green, Blue, Grey Striped Designs | Big and Tall Size (US Mens 12-16)",New,15,0,0,15,0,0,0,USD,3.0,7.0,8.0,8.0,Low traffic,103.58,0.0,97.47,0.0,Create Outlet deal,,48.36,2,0,1294.28,0.39,0.163239,cubic feet,Apparel,2.448585,US,gl_apparel,863852.0,136.0,13,8.0,24.0,102.5,292.13,709.58,819.05,850.12,0,0,0,0,0,12.0,0,0,0,0,,0,0,,,,,,,,,,,,,,,217.7,4.0,Excess,,,2024-09-16,Yes,No,155.6,217.7,2024-09-14,15,0,0,0,136.0
2024-09-17,AV-XHYA-8XDQ,X0EITYSJ65,B0PEC4088J,SockBrand Socks Over the Calf Mens Dress Socks (3 Pairs) |The Back to the Office Pack | Classic Size (US Mens Shoe 7-11),New,15,0,15,0,0,0,0,USD,,,,,Low traffic,46.87,0.0,42.89,0.0,SendToFBA,,0.0,0,0,145.54,0.0,0.079611,cubic feet,Apparel,1.194165,US,gl_apparel,624688.0,111.0,0,,,47.85,,,,,15,0,0,0,0,2.06,0,0,0,0,,0,0,,,,,,,,,,,,,,,240.9,,,3.0,2024-09-24,2024-09-16,Yes,No,240.9,173.8,2024-09-14,15,0,0,0,111.0
2024-09-17,OS-CHKO-GE17,X0875Z8GF3,B0CC4APMVS,"SockBrand Over the Calf Mens Dress Socks (9 Pairs) | Cotton Made, Long Socks, Wide Socks | Light Compression Socks for Men in Argyles, Stripes, and Patterns | Big and Tall Size (US Mens Shoe 12-16)",New,48,0,61,0,0,0,0,USD,0.0,3.0,9.0,18.0,Low traffic,113.25,0.0,112.7,0.0,Advertise listing,,0.0,0,0,1576.71,0.82,0.340083,cubic feet,Apparel,16.323984,US,gl_apparel,255926.0,366.0,0,64.0,34.0,101.64,0.0,288.8,1009.32,1821.33,60,1,0,0,0,35.59,0,0,0,0,,13,0,,,,,,,,,,,,,,,254.9,19.0,Healthy,,,2024-09-16,Yes,No,254.9,187.1,2024-09-14,60,12,0,1,366.0
2024-09-17,EO-TAVP-S9WB,X08TTWYQEG,B0S4FMFNNF,"SockBrand Over the Calf Mens Dress Socks (9 Pairs) | Cotton Made, Long Socks, Wide Socks | Light Compression Socks for Men in Argyles, Stripes, and Fun Patterns | Classic Size (US Mens Shoe 7-11)",New,0,0,30,0,0,0,0,USD,1.0,1.0,3.0,15.0,Low traffic,101.46,0.0,87.79,0.0,Advertise listing,,0.0,0,0,15.67,1.12,0.174387,cubic feet,Apparel,0.0,US,gl_apparel,254406.0,122.0,0,0.0,0.0,94.24,96.75,90.02,278.19,1404.56,30,0,0,0,0,8.89,0,0,0,0,,30,0,,,,,,,,,,,,,,,254.9,18.0,Healthy,,,2024-09-16,Yes,No,254.9,187.1,2024-09-14,29,29,0,1,127.0
2024-09-17,RC-Z8GP-RZCJ,X0PDCV8O2T,B07FY3FMD6,"SockBrand Over the Calf Mens Dress Socks (3 Pairs) | Cotton Made, Long Socks, Wide Socks | Light Compression Socks for Men in Stripes and Elegant Designs | Classic Size (US Mens Shoe 7-11)",New,10,0,0,10,0,0,0,USD,2.0,3.0,7.0,14.0,Low traffic,46.47,0.0,42.58,0.0,SendToFBA,,0.0,0,0,0.0,0.86,0.081235,cubic feet,Apparel,0.81235,US,gl_apparel,591935.0,68.0,0,13.0,9.0,47.07,91.83,142.61,302.64,642.98,0,0,0,0,0,1.36,0,0,0,0,,0,0,,,,,,,,,,,,,,,240.9,13.0,Low stock,14.0,2024-09-24,2024-09-16,Yes,No,240.9,173.8,2024-09-14,10,0,0,0,68.0
2024-09-17,EN-3O1J-F35W,X0PU9EUJV1,B08YRGWOCA,"SockBrand Over the Calf Mens Dress Socks (3 Pairs) | Cotton Made, Long Socks, Wide Socks | Light Compression Socks for Men in Dark Blue, Navy Blue and Sky Blue | Classic Size (US Mens Shoe 7-11)",,0,0,25,0,0,0,0,USD,0.0,0.0,0.0,0.0,Low traffic,0.0,0.0,47.61,0.0,SendToFBA,,,0,0,,0.0,0.184071,cubic feet,Apparel,0.0,US,gl_apparel,727815.0,0.0,0,,,47.44,0.0,0.0,0.0,0.0,25,0,0,0,0,,0,0,0,0,,25,0,,,,,,,,,,,,,,,402.1,1.0,Out of stock,2.0,2024-09-17,2024-09-16,Yes,No,402.1,231.5,2024-09-14,0,0,25,0,366.0
2024-09-17,IL-A32P-NZXN,X0LJMAXHFI,B05T0UF222,SockBrand Over the Calf Mens Dress Socks (3 Pairs) |The Selfless Manager Pack| Big and Tall Size (US Mens 12-16),New,11,0,12,0,0,0,0,USD,3.0,3.0,3.0,3.0,Low traffic,50.43,0.0,53.69,0.0,SendToFBA,,0.0,0,0,494.65,0.17,0.079611,cubic feet,Apparel,0.875721,US,gl_apparel,596113.0,112.0,0,14.0,47.0,46.35,0.0,0.0,0.0,0.0,12,0,0,0,0,1.58,0,0,0,0,,1,0,,,,,,,,,,,,,,,240.9,14.0,Low stock,6.0,2024-09-24,2024-09-16,Yes,No,240.9,173.8,2024-09-14,12,1,0,0,112.0
2024-09-17,CJ-Y2XM-JU5C,X0U55ML85G,B0EC2UZV0G,"SockBrand Over the Calf Mens Dress Socks (9 Pairs) | Cotton Made, Long Socks, Wide Socks | Light Compression Socks for Men in Space and Music Themed Designs | Big and Tall Size (US Mens 12-16)",New,15,0,0,16,0,0,0,USD,0.0,1.0,2.0,5.0,Low traffic,97.47,0.0,101.46,0.0,Create Outlet deal,,50.52,2,0,2139.68,0.27,0.172795,cubic feet,Apparel,2.591925,US,gl_apparel,261644.0,211.0,15,60.0,39.0,109.56,0.0,100.93,205.33,552.13,0,0,0,0,0,13.81,0,0,0,0,,1,0,,,,,,,,,,,,,,,254.9,4.0,Excess,,,2024-09-16,Yes,No,254.9,187.1,2024-09-14,15,0,1,0,224.0
2024-09-17,GF-09K3-SAPG,X0EO2OKALC,B0O2SCQC62,"SockBrand Over the Calf Mens Dress Socks (3 Pairs) | Cotton Made, Long Socks, Wide Socks | Light Compression Socks for Men in Black, Blue and Grey Striped Colors | Classic Size (US Mens Shoe 7-11)",New,21,0,0,21,0,0,0,USD,0.0,2.0,4.0,8.0,Low traffic,46.11,0.0,41.53,0.0,Create Outlet deal,,22.9,2,0,580.22,0.33,0.069398,cubic feet,Apparel,1.457358,US,gl_apparel,755401.0,311.0,21,42.0,34.0,48.41,0.0,91.61,190.1,336.55,0,0,0,0,0,2.48,0,0,0,0,,0,0,,,,,,,,,,,,,,,288.8,6.0,Excess,,,2024-09-16,Yes,No,288.8,139.0,2024-09-14,21,0,0,0,311.0
2024-09-17,RK-9ORK-8BL8,X0LAGRN6RG,B0FCPVUEK1,"SockBrand Over the Calf Mens Dress Socks (9 Pairs) | Cotton Made, Long Socks, Wide Socks | Light Compression Socks for Men | Polka Dots, Stripes, Sea Patterns | Big and Tall Size (US Mens 12-16)",New,12,0,1,11,0,0,0,USD,0.0,2.0,4.0,6.0,Low traffic,104.77,0.0,97.48,0.0,SendToFBA,,0.0,0,0,1037.21,0.41,0.350398,cubic feet,Apparel,4.204776,US,gl_apparel,261795.0,135.0,0,24.0,26.0,107.61,0.0,206.13,434.54,650.78,0,1,0,0,0,7.02,0,0,0,0,,0,0,,,,,,,,,,,,,,,254.9,6.0,Healthy,4.0,2024-09-24,2024-09-16,Yes,No,254.9,187.1,2024-09-14,12,0,0,0,135.0
2024-09-17,OV-U2YP-H3VC,X0GN3G7RFS,B0SQWFL4DC,SockBrand Mid-Calf Dress Socks for Men (9 Pairs) | The Business Ready Collection | Big and Tall Size (US Mens Shoe 12-16),New,20,0,0,0,0,0,20,USD,1.0,3.0,6.0,8.0,Low traffic,74.58,0.0,71.57,0.0,Advertise listing,,0.0,0,0,1025.59,0.33,0.126243,cubic feet,Apparel,2.52486,US,gl_apparel,488897.0,366.0,20,26.0,32.0,69.9,68.1,203.58,346.63,461.85,0,0,0,0,0,22.97,0,0,0,0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,17.1,180.2,6.0,Excess,,,2024-09-16,Yes,No,125.3,180.2,2024-09-14,20,0,0,0,366.0
2024-09-17,PV-Y9MZ-70MH,X0J8K5T38P,B0WQ1ZP6LI,"SockBrand Over the Calf Mens Dress Socks (9 Pairs) | Cotton Made, Long Socks, Wide Socks | Light Compression Socks for Men in Travel Themed Designs | Big and Tall Size (US Mens 12-16)",New,20,0,0,20,0,0,0,USD,0.0,3.0,4.0,5.0,Low traffic,99.05,0.0,109.01,0.0,Create Outlet deal,,52.82,2,0,1784.75,0.22,0.163239,cubic feet,Apparel,3.26478,US,gl_apparel,808413.0,366.0,20,26.0,52.0,97.22,0.0,320.69,383.36,528.16,0,0,0,0,0,5.2,0,0,0,0,,0,0,,,,,,,,,,,,,,,315.1,1.0,Excess,,,2024-09-16,Yes,No,246.5,315.1,2024-09-14,20,0,0,0,366.0
2024-09-17,ER-H2BV-8BTV,X07HF1UESI,B02UHB2V43,"SockBrand Over the Calf Mens Dress Socks (9 Pairs) | Cotton Made, Long Socks, Wide Socks | Light Compression Socks for Men in Patterns, Argyles and Solids | Big and Tall Size (US Mens Shoe 12-16)",New,29,0,2,10,18,0,0,USD,0.0,0.0,0.0,6.0,Low traffic,98.3,0.0,106.62,0.0,Create Outlet deal,,48.3,2,0,1748.23,0.18,0.178635,cubic feet,Apparel,5.180415,US,gl_apparel,263172.0,250.0,6,,62.0,104.83,0.0,0.0,0.0,548.52,0,0,2,18,0,18.88,0,0,0,0,,1,0,,,,,,,,,,,,,,,254.9,4.0,Excess,,,2024-09-16,Yes,No,254.9,187.1,2024-09-14,30,1,0,0,250.0
2024-09-17,US-8GHN-ESB0,X0K88ZGI1T,B0SRELWBRX,"SockBrand Over the Calf Mens Dress Socks (3 Pairs) | Cotton Made, Long Socks, Wide Socks | Navy Blue Light Compression Socks for Men | Classic Size (US Mens Shoe 7-11)",New,27,0,1,26,0,0,0,USD,1.0,2.0,5.0,7.0,Low traffic,47.99,0.0,48.47,0.0,Advertise listing,,0.0,0,0,301.94,0.24,0.066836,cubic feet,Apparel,1.804572,US,gl_apparel,728486.0,216.0,0,54.0,50.0,47.71,43.75,92.57,221.94,307.92,1,0,0,0,0,3.31,0,0,0,0,,0,0,,,,,,,,,,,,,,,402.1,11.0,Healthy,,,2024-09-16,Yes,No,402.1,231.5,2024-09-14,27,0,0,0,216.0
2024-09-17,SQ-1ZF7-XU73,X0QL7IOD6Y,B0C6OHXY7V,SockBrand Socks Basics - Mens Dress Socks (3 Pairs) | Over the Calf Socks For Men | Navy Blue | Big and Tall Size (US Mens Shoe 12-16),New,19,0,0,19,0,0,0,USD,0.0,3.0,3.0,3.0,Low traffic,25.37,0.0,23.89,0.0,Create Outlet deal,,12.26,2,0,408.03,0.14,0.048611,cubic feet,Apparel,0.923609,US,gl_apparel,1732588.0,344.0,19,25.0,82.0,23.6,0.0,77.33,70.8,70.59,0,0,0,0,0,1.59,0,0,0,0,,0,0,,,,,,,,,,,,,,,695.6,2.0,Excess,,,2024-09-16,Yes,No,227.8,695.6,2024-09-14,19,0,0,0,344.0
2024-09-17,GO-IEHR-BHYG,X0F28QYT26,B0LTQYRVPV,"SockBrand Over the Calf Mens Dress Socks (9 Pairs) | Cotton Made, Long Socks, Wide Socks | Light Compression Socks for Men | Polka Dots, Stripes, and Sea Patterns | Classic Size (US Mens Shoe 7-11)",New,26,0,27,0,0,0,0,USD,0.0,5.0,8.0,12.0,Low traffic,96.66,0.0,100.48,0.0,SendToFBA,,0.0,0,0,8.47,0.52,0.174387,cubic feet,Apparel,4.534062,US,gl_apparel,872024.0,152.0,0,20.0,28.0,101.68,0.0,500.93,790.75,1094.54,1,0,26,0,0,7.54,0,0,0,0,,0,0,,,,,,,,,,,,,,,217.7,18.0,Healthy,2.0,2024-09-24,2024-09-16,Yes,No,155.6,217.7,2024-09-14,26,0,0,0,152.0
